ORD;DRG;RTC;ICD;MDC;PDGPROP;OR;PROCPRO1;DGCAT1;AGELIM;COMPL;SEX;DGPROP1;DGPROP2;DGPROP3;DGPROP4;SECPROC1;DISCH;DUR;LOC_DRG
490D801;U19E;0;+;;00P21;S;21S04;;;;;;;;;;;;443N
499D000100;Z50A;7;+;;;S;99S90;;;2;;;;;;;;;468M
499D000105;Z50C;7;+;;;S;99S90;;;1;;;;;;;;;468C
499D000109;Z50E;7;+;;;S;99S90;;;;;;;;;;;;468N
499D001000;N20N;0;+;;;S;12S05;;<365;;;;;;;;;;343X
499D001900;Z60N;7;+;;;S;;;;;;;;;;;;;477N
999D002;Z71N;8;+;;;;;;;;;;;;;;;;470E
108D03001;H06O;0;+;08;;S;08S95;;;;;;;;;;N;<1;209O
403D125;C22N;0;+;03;;S;03S11;;;;;;;;;;;;058X
403D15102;C22N;0;+;03;;S;03S03;;;;;;;;;;;;060X
200D1727;H81O;0;;;;;08V08;;;;;;;;;;N;<1;813V
200D1726;H86O;0;;;;;08V13;;;;;;;;;;N;<1;818V
200D1728;X53O;0;;;;;40V12;;;;;;;;;;N;<1;899V
102D050000;B12P;0;+;02;;S;02S05;;;;;99X04;;;;;N;<1;039P
102D050001;B12P;0;+;;02P02;S;02S05;;;;;99X04;;;;;N;<1;039P
102D050100;B12P;0;+;02;;S;02S05;;;;;99X00;99X02;;;;N;<1;039P
102D050101;B12P;0;+;;02P02;S;02S05;;;;;99X00;99X02;;;;N;<1;039P
102D050900;B12Q;0;+;02;;S;02S05;;;;;;;;;;N;<1;039O
102D050901;B12Q;0;+;;02P02;S;02S05;;;;;;;;;;N;<1;039O
200D19528;W98O;0;+;23;90P11;;99V20;;;;;;;;;99V35;N;<1;
200D19527;W98X;0;+;23;90P11;;99V22;;;;;;;;;99V35;N;<1;
200D19529;W98Z;0;+;23;90P11;;40V42;;;;;;;;;99V35;N;<1;
404D060300;D31A;0;+;04;;N;;04M02;>6574;2;;;;;;;;;080M
408D14101;H36A;0;+;08;;S;08S53;;>6574;2;;;;;;;;;218M
408D14102;H36A;0;+;08;;S;08S73;;>6574;2;;;;;;;;;218M
408D14103;H36A;0;+;08;;S;08S75;;>6574;2;;;;;;;;;218M
408D14104;H36A;0;+;08;;S;08S44;;>6574;2;;08X20;;;;;;;218M
408D14105;H36A;0;+;08;;S;08S76;;>6574;2;;-08X12;;;;;;;218M
408D14106;H36A;0;+;08;;S;08S76;;>6574;2;;08X15;;;;;;;218M
408D14107;H36A;0;+;08;;S;08S45;;>6574;2;;-08X12;08X20;;;;;;218M
408D14109;H36A;0;+;08;;S;08S50;;>6574;2;;-08X13;;;;;;;218M
408D14110;H36A;0;+;08;;S;08S50;;>6574;2;;08X11;;;;;;;218M
408D14111;H36A;0;+;08;;S;08S40;;>6574;2;;-08X13;08X20;;;;;;218M
408D14112;H36A;0;+;08;;S;08S40;;>6574;2;;08X11;08X20;;;;;;218M
416D051000;R06A;0;+;16;;N;;16M01;>6574;2;;;;;;;;;395M
416D051005;R06C;0;+;16;;N;;16M01;>6574;1;;;;;;;;;395C
100D700000;Z78O;0;+;;;S;14S01;;;;F;14X31;;;;;N;<1;470X
408D24102;H29N;0;+;08;;S;08S57;;;;;;;;;;;;228N
